"","USDA_code","func","plot","year","abund","is_veg","USDA_name","Weber_family","category","orig_cluster","class_3"
"12267","MIOB2","Cushion","50",2012,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12268","MIOB2","Cushion","61",2006,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12269","MIOB2","Cushion","6",1997,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12270","MIOB2","Cushion","5",1990,6,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB","SB"
"12271","MIOB2","Cushion","69",1990,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12272","MIOB2","Cushion","36",2010,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12273","MIOB2","Cushion","7",2013,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","WM","WM"
"12274","MIOB2","Cushion","6",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12275","MIOB2","Cushion","10",1997,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12276","MIOB2","Cushion","21",2012,9,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12277","MIOB2","Cushion","5",2008,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB","SB"
"12278","MIOB2","Cushion","28",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","SF","SF"
"12279","MIOB2","Cushion","29",1995,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12280","MIOB2","Cushion","18",2008,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12281","MIOB2","Cushion","65",2008,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-CAPY3","SB"
"12282","MIOB2","Cushion","75",1997,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12283","MIOB2","Cushion","51",2012,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12284","MIOB2","Cushion","16",1995,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12285","MIOB2","Cushion","36",1995,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12286","MIOB2","Cushion","70",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12287","MIOB2","Cushion","27",2012,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12288","MIOB2","Cushion","49",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12289","MIOB2","Cushion","43",1990,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12290","MIOB2","Cushion","24",2013,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12291","MIOB2","Cushion","55",1990,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-CAPY3","SB"
"12292","MIOB2","Cushion","401",2006,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12293","MIOB2","Cushion","25",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12294","MIOB2","Cushion","49",2011,15,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12295","MIOB2","Cushion","17",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12296","MIOB2","Cushion","51",2014,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12297","MIOB2","Cushion","18",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12298","MIOB2","Cushion","50",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12299","MIOB2","Cushion","10",2011,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12300","MIOB2","Cushion","40",1997,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12301","MIOB2","Cushion","4",2012,7,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12302","MIOB2","Cushion","75",2011,9,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12303","MIOB2","Cushion","55",2010,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-CAPY3","SB"
"12304","MIOB2","Cushion","60",2011,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12305","MIOB2","Cushion","19",2014,11,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12306","MIOB2","Cushion","501",2010,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12307","MIOB2","Cushion","33",1997,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12308","MIOB2","Cushion","30",1997,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12309","MIOB2","Cushion","5",2012,14,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB","SB"
"12310","MIOB2","Cushion","72",2006,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12311","MIOB2","Cushion","15",2014,23,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12312","MIOB2","Cushion","49",2006,6,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12313","MIOB2","Cushion","53",2012,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12314","MIOB2","Cushion","201",2012,7,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12315","MIOB2","Cushion","62",2010,19,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12316","MIOB2","Cushion","35",2011,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12317","MIOB2","Cushion","40",2014,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12318","MIOB2","Cushion","12",2010,12,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12319","MIOB2","Cushion","101",2006,11,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12320","MIOB2","Cushion","24",1995,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12321","MIOB2","Cushion","62",1995,14,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12322","MIOB2","Cushion","11",2012,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12323","MIOB2","Cushion","24",2012,6,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12324","MIOB2","Cushion","78",2013,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12325","MIOB2","Cushion","78",2010,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12326","MIOB2","Cushion","601",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12327","MIOB2","Cushion","59",2006,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12328","MIOB2","Cushion","15",1995,16,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12329","MIOB2","Cushion","43",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12330","MIOB2","Cushion","32",1990,7,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12331","MIOB2","Cushion","23",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12332","MIOB2","Cushion","80",2008,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12333","MIOB2","Cushion","401",2014,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12334","MIOB2","Cushion","12",1997,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12335","MIOB2","Cushion","61",2008,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12336","MIOB2","Cushion","14",2012,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12337","MIOB2","Cushion","29",2013,6,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12338","MIOB2","Cushion","35",2006,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12339","MIOB2","Cushion","64",2012,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12340","MIOB2","Cushion","18",2014,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12341","MIOB2","Cushion","601",2012,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12342","MIOB2","Cushion","701",2006,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12343","MIOB2","Cushion","39",1990,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12344","MIOB2","Cushion","20",2013,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12345","MIOB2","Cushion","33",1990,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12346","MIOB2","Cushion","45",2010,11,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12347","MIOB2","Cushion","44",2011,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12348","MIOB2","Cushion","501",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12349","MIOB2","Cushion","701",2008,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12350","MIOB2","Cushion","6",2006,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12351","MIOB2","Cushion","58",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12352","MIOB2","Cushion","45",1997,11,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12353","MIOB2","Cushion","7",1995,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","WM","WM"
"12354","MIOB2","Cushion","101",1997,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12355","MIOB2","Cushion","31",2012,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12356","MIOB2","Cushion","65",2006,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-CAPY3","SB"
"12357","MIOB2","Cushion","78",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12358","MIOB2","Cushion","49",2008,9,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12359","MIOB2","Cushion","65",2010,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-CAPY3","SB"
"12360","MIOB2","Cushion","7",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","WM","WM"
"12361","MIOB2","Cushion","501",2006,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12362","MIOB2","Cushion","28",2008,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","SF","SF"
"12363","MIOB2","Cushion","58",1997,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12364","MIOB2","Cushion","58",2008,7,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12365","MIOB2","Cushion","33",2013,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12366","MIOB2","Cushion","34",2010,7,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12367","MIOB2","Cushion","30",2013,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12368","MIOB2","Cushion","72",2010,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12369","MIOB2","Cushion","12",2013,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12370","MIOB2","Cushion","55",1995,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-CAPY3","SB"
"12371","MIOB2","Cushion","601",1995,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12372","MIOB2","Cushion","64",2008,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12373","MIOB2","Cushion","35",2012,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12374","MIOB2","Cushion","78",1995,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12375","MIOB2","Cushion","23",2008,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12376","MIOB2","Cushion","28",2011,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","SF","SF"
"12377","MIOB2","Cushion","59",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12378","MIOB2","Cushion","60",2006,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12379","MIOB2","Cushion","21",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12380","MIOB2","Cushion","21",1995,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12381","MIOB2","Cushion","62",1989,15,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12382","MIOB2","Cushion","11",1997,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12383","MIOB2","Cushion","27",2010,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12384","MIOB2","Cushion","29",2012,6,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12385","MIOB2","Cushion","79",1990,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12386","MIOB2","Cushion","501",2013,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12387","MIOB2","Cushion","58",2010,6,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12388","MIOB2","Cushion","4",1989,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12389","MIOB2","Cushion","4",2006,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12390","MIOB2","Cushion","50",2011,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12391","MIOB2","Cushion","60",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12392","MIOB2","Cushion","75",2013,9,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12393","MIOB2","Cushion","10",2010,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12394","MIOB2","Cushion","4",2014,7,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12395","MIOB2","Cushion","79",1997,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12396","MIOB2","Cushion","72",1990,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12397","MIOB2","Cushion","32",2010,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12398","MIOB2","Cushion","49",1990,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12399","MIOB2","Cushion","58",2012,10,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12400","MIOB2","Cushion","75",1995,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12401","MIOB2","Cushion","72",2013,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12402","MIOB2","Cushion","32",1995,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12403","MIOB2","Cushion","40",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12404","MIOB2","Cushion","54",2013,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12405","MIOB2","Cushion","201",1997,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12406","MIOB2","Cushion","45",1995,10,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12407","MIOB2","Cushion","44",1990,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12408","MIOB2","Cushion","101",2011,11,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12409","MIOB2","Cushion","27",1995,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12410","MIOB2","Cushion","101",1990,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12411","MIOB2","Cushion","17",2010,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12412","MIOB2","Cushion","49",2014,15,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12413","MIOB2","Cushion","80",2010,9,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12414","MIOB2","Cushion","26",1997,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12415","MIOB2","Cushion","75",2008,7,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12416","MIOB2","Cushion","14",2014,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12417","MIOB2","Cushion","32",2014,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12418","MIOB2","Cushion","101",2014,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12419","MIOB2","Cushion","55",1989,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-CAPY3","SB"
"12420","MIOB2","Cushion","23",2013,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12421","MIOB2","Cushion","60",2008,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12422","MIOB2","Cushion","19",2013,10,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12423","MIOB2","Cushion","44",2013,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12424","MIOB2","Cushion","14",1989,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12425","MIOB2","Cushion","19",2012,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12426","MIOB2","Cushion","75",2014,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12427","MIOB2","Cushion","80",1997,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12428","MIOB2","Cushion","45",2014,10,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12429","MIOB2","Cushion","601",2006,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12430","MIOB2","Cushion","79",1995,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12431","MIOB2","Cushion","75",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12432","MIOB2","Cushion","75",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12433","MIOB2","Cushion","24",1997,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12434","MIOB2","Cushion","54",2010,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12435","MIOB2","Cushion","17",2014,5,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12436","MIOB2","Cushion","28",2012,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","SF","SF"
"12437","MIOB2","Cushion","70",2012,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12438","MIOB2","Cushion","4",1990,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12439","MIOB2","Cushion","501",2012,4,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12440","MIOB2","Cushion","35",2010,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12441","MIOB2","Cushion","75",2010,9,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12442","MIOB2","Cushion","19",1997,6,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12443","MIOB2","Cushion","27",2014,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12444","MIOB2","Cushion","12",2008,10,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12445","MIOB2","Cushion","701",2013,2,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12446","MIOB2","Cushion","17",2011,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12447","MIOB2","Cushion","23",2010,8,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12448","MIOB2","Cushion","26",1990,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12449","MIOB2","Cushion","69",2010,3,1,"Minuartia obtusiloba","Alsinaceae","vascular","DM","DM"
"12450","MIOB2","Cushion","45",2013,12,1,"Minuartia obtusiloba","Alsinaceae","vascular","SB-SIPR","SB"
"12451","MIOB2","Cushion","51",2008,1,1,"Minuartia obtusiloba","Alsinaceae","vascular","FF","FF"
"12452","MIOB2","Cushion","26",1989,0,1,"Minuartia obtusiloba","Alsinaceae","vascular","MM","MM"
"12453","MIRU3","Cushion","80",2008,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12454","MIRU3","Cushion","80",1990,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12455","MIRU3","Cushion","80",2012,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12456","MIRU3","Cushion","80",2011,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12457","MIRU3","Cushion","80",1989,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12458","MIRU3","Cushion","80",2014,2,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12459","MIRU3","Cushion","80",2006,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12460","MIRU3","Cushion","80",1995,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12461","MIRU3","Cushion","80",2013,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12462","MIRU3","Cushion","80",2010,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12463","MIRU3","Cushion","80",1997,0,1,"Minuartia rubella","Alsinaceae","vascular","MM","MM"
"12464","NOMO2","Forb","58",2013,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12465","NOMO2","Forb","39",2014,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12466","NOMO2","Forb","69",1989,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12467","NOMO2","Forb","101",1990,1,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12468","NOMO2","Forb","70",1997,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12469","NOMO2","Forb","70",2012,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12470","NOMO2","Forb","48",2012,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12471","NOMO2","Forb","801",2011,1,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12472","NOMO2","Forb","29",2006,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12473","NOMO2","Forb","701",2011,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12474","NOMO2","Forb","48",2010,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12475","NOMO2","Forb","38",2010,1,1,"Noccaea montana","Brassicaceae","vascular","SF","SF"
"12476","NOMO2","Forb","78",1995,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12477","NOMO2","Forb","701",1997,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12478","NOMO2","Forb","20",1989,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12479","NOMO2","Forb","501",1995,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12480","NOMO2","Forb","401",2011,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12481","NOMO2","Forb","201",1989,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12482","NOMO2","Forb","401",2010,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12483","NOMO2","Forb","48",2006,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12484","NOMO2","Forb","20",1995,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12485","NOMO2","Forb","501",2012,1,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12486","NOMO2","Forb","701",2012,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12487","NOMO2","Forb","701",2013,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12488","NOMO2","Forb","38",2008,1,1,"Noccaea montana","Brassicaceae","vascular","SF","SF"
"12489","NOMO2","Forb","701",2008,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12490","NOMO2","Forb","29",1995,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12491","NOMO2","Forb","9",2012,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12492","NOMO2","Forb","30",1997,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12493","NOMO2","Forb","30",2014,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12494","NOMO2","Forb","48",2011,1,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12495","NOMO2","Forb","69",2013,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12496","NOMO2","Forb","48",1997,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12497","NOMO2","Forb","9",2014,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12498","NOMO2","Forb","70",2006,1,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12499","NOMO2","Forb","69",1997,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12500","NOMO2","Forb","48",1990,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12501","NOMO2","Forb","29",1997,1,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12502","NOMO2","Forb","29",2008,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12503","NOMO2","Forb","78",2010,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12504","NOMO2","Forb","801",1990,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12505","NOMO2","Forb","29",1990,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12506","NOMO2","Forb","201",2011,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12507","NOMO2","Forb","58",2010,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12508","NOMO2","Forb","9",1990,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12509","NOMO2","Forb","9",2008,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12510","NOMO2","Forb","101",2012,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12511","NOMO2","Forb","58",2006,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
"12512","NOMO2","Forb","39",2013,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12513","NOMO2","Forb","501",2013,3,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12514","NOMO2","Forb","39",2010,0,1,"Noccaea montana","Brassicaceae","vascular","DM","DM"
"12515","NOMO2","Forb","58",1990,0,1,"Noccaea montana","Brassicaceae","vascular","FF","FF"
