"OBSERVATION_TYPE","SITE_ID","DATE","VARIABLE_UNITS","VARIABLE_NAME","VALUE"
"TAXON_COUNT","CR",1997,"max annual density; number per liter","KELLICOTTIA LONGISPINA",17.3
"TAXON_COUNT","CR",1998,"max annual density; number per liter","KELLICOTTIA LONGISPINA",35.82
"TAXON_COUNT","CR",1999,"max annual density; number per liter","KELLICOTTIA LONGISPINA",14.7
"TAXON_COUNT","CR",2000,"max annual density; number per liter","KELLICOTTIA LONGISPINA",150.5
"TAXON_COUNT","CR",2001,"max annual density; number per liter","KELLICOTTIA LONGISPINA",57.1
"TAXON_COUNT","CR",2002,"max annual density; number per liter","KELLICOTTIA LONGISPINA",31.9
"TAXON_COUNT","CR",2003,"max annual density; number per liter","KELLICOTTIA LONGISPINA",19.6
"TAXON_COUNT","CR",2004,"max annual density; number per liter","KELLICOTTIA LONGISPINA",11.8
"TAXON_COUNT","CR",2005,"max annual density; number per liter","KELLICOTTIA LONGISPINA",33
"TAXON_COUNT","CR",2006,"max annual density; number per liter","KELLICOTTIA LONGISPINA",139.4
"TAXON_COUNT","CR",2007,"max annual density; number per liter","KELLICOTTIA LONGISPINA",67.2
"TAXON_COUNT","CR",2008,"max annual density; number per liter","KELLICOTTIA LONGISPINA",79
"TAXON_COUNT","CR",2009,"max annual density; number per liter","KELLICOTTIA LONGISPINA",60.48
"TAXON_COUNT","CR",2010,"max annual density; number per liter","KELLICOTTIA LONGISPINA",67.76
"TAXON_COUNT","CR",2011,"max annual density; number per liter","KELLICOTTIA LONGISPINA",346.64
"TAXON_COUNT","CR",2012,"max annual density; number per liter","KELLICOTTIA LONGISPINA",269.36
"TAXON_COUNT","CR",2013,"max annual density; number per liter","KELLICOTTIA LONGISPINA",70.56
"TAXON_COUNT","CR",2014,"max annual density; number per liter","KELLICOTTIA LONGISPINA",5.04
"TAXON_COUNT","CR",2015,"max annual density; number per liter","KELLICOTTIA LONGISPINA",48.16
"TAXON_COUNT","SP",1982,"max annual density; number per liter","KELLICOTTIA LONGISPINA",34.83
"TAXON_COUNT","SP",1983,"max annual density; number per liter","KELLICOTTIA LONGISPINA",317.36
"TAXON_COUNT","SP",1984,"max annual density; number per liter","KELLICOTTIA LONGISPINA",463.86
"TAXON_COUNT","SP",1985,"max annual density; number per liter","KELLICOTTIA LONGISPINA",110.29
"TAXON_COUNT","SP",1986,"max annual density; number per liter","KELLICOTTIA LONGISPINA",164.06
"TAXON_COUNT","SP",1987,"max annual density; number per liter","KELLICOTTIA LONGISPINA",113.33
"TAXON_COUNT","SP",1988,"max annual density; number per liter","KELLICOTTIA LONGISPINA",40.04
"TAXON_COUNT","SP",1989,"max annual density; number per liter","KELLICOTTIA LONGISPINA",259.12
"TAXON_COUNT","SP",1990,"max annual density; number per liter","KELLICOTTIA LONGISPINA",64.3
"TAXON_COUNT","SP",1991,"max annual density; number per liter","KELLICOTTIA LONGISPINA",19.6
"TAXON_COUNT","SP",1992,"max annual density; number per liter","KELLICOTTIA LONGISPINA",35.4
"TAXON_COUNT","SP",1993,"max annual density; number per liter","KELLICOTTIA LONGISPINA",58.3
"TAXON_COUNT","SP",1994,"max annual density; number per liter","KELLICOTTIA LONGISPINA",135.2
"TAXON_COUNT","SP",1995,"max annual density; number per liter","KELLICOTTIA LONGISPINA",75.2
"TAXON_COUNT","SP",1996,"max annual density; number per liter","KELLICOTTIA LONGISPINA",36.8
"TAXON_COUNT","SP",1997,"max annual density; number per liter","KELLICOTTIA LONGISPINA",63.2
"TAXON_COUNT","SP",1998,"max annual density; number per liter","KELLICOTTIA LONGISPINA",28.3
"TAXON_COUNT","SP",1999,"max annual density; number per liter","KELLICOTTIA LONGISPINA",28.1
"TAXON_COUNT","SP",2000,"max annual density; number per liter","KELLICOTTIA LONGISPINA",210.9
"TAXON_COUNT","SP",2001,"max annual density; number per liter","KELLICOTTIA LONGISPINA",38.9
"TAXON_COUNT","SP",2002,"max annual density; number per liter","KELLICOTTIA LONGISPINA",60.5
"TAXON_COUNT","SP",2003,"max annual density; number per liter","KELLICOTTIA LONGISPINA",96.9
"TAXON_COUNT","SP",2004,"max annual density; number per liter","KELLICOTTIA LONGISPINA",192.6
"TAXON_COUNT","SP",2005,"max annual density; number per liter","KELLICOTTIA LONGISPINA",107.5
"TAXON_COUNT","SP",2006,"max annual density; number per liter","KELLICOTTIA LONGISPINA",70
"TAXON_COUNT","SP",2007,"max annual density; number per liter","KELLICOTTIA LONGISPINA",95.8
"TAXON_COUNT","SP",2008,"max annual density; number per liter","KELLICOTTIA LONGISPINA",26.6
"TAXON_COUNT","SP",2009,"max annual density; number per liter","KELLICOTTIA LONGISPINA",37.52
"TAXON_COUNT","SP",2010,"max annual density; number per liter","KELLICOTTIA LONGISPINA",153.44
"TAXON_COUNT","SP",2011,"max annual density; number per liter","KELLICOTTIA LONGISPINA",19.88
"TAXON_COUNT","SP",2012,"max annual density; number per liter","KELLICOTTIA LONGISPINA",92.4
"TAXON_COUNT","SP",2013,"max annual density; number per liter","KELLICOTTIA LONGISPINA",50.4
"TAXON_COUNT","SP",2014,"max annual density; number per liter","KELLICOTTIA LONGISPINA",99.12
"TAXON_COUNT","SP",2015,"max annual density; number per liter","KELLICOTTIA LONGISPINA",112
"TAXON_COUNT","TB",1982,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1983,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1984,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1985,"max annual density; number per liter","KELLICOTTIA LONGISPINA",1.5
"TAXON_COUNT","TB",1986,"max annual density; number per liter","KELLICOTTIA LONGISPINA",2
"TAXON_COUNT","TB",1987,"max annual density; number per liter","KELLICOTTIA LONGISPINA",1
"TAXON_COUNT","TB",1988,"max annual density; number per liter","KELLICOTTIA LONGISPINA",1.6
"TAXON_COUNT","TB",1989,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.9
"TAXON_COUNT","TB",1990,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1991,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1992,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1993,"max annual density; number per liter","KELLICOTTIA LONGISPINA",1.1
"TAXON_COUNT","TB",1994,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1995,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1996,"max annual density; number per liter","KELLICOTTIA LONGISPINA",1.1
"TAXON_COUNT","TB",1997,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1998,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",1999,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2000,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2001,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.6
"TAXON_COUNT","TB",2002,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2003,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.6
"TAXON_COUNT","TB",2004,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.6
"TAXON_COUNT","TB",2005,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.8
"TAXON_COUNT","TB",2006,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2007,"max annual density; number per liter","KELLICOTTIA LONGISPINA",2.8
"TAXON_COUNT","TB",2008,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2009,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2010,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2011,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2012,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TB",2013,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.28
"TAXON_COUNT","TB",2014,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.28
"TAXON_COUNT","TB",2015,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0.28
"TAXON_COUNT","TR",1982,"max annual density; number per liter","KELLICOTTIA LONGISPINA",55.68
"TAXON_COUNT","TR",1983,"max annual density; number per liter","KELLICOTTIA LONGISPINA",80.46
"TAXON_COUNT","TR",1984,"max annual density; number per liter","KELLICOTTIA LONGISPINA",225.25
"TAXON_COUNT","TR",1985,"max annual density; number per liter","KELLICOTTIA LONGISPINA",118.48
"TAXON_COUNT","TR",1986,"max annual density; number per liter","KELLICOTTIA LONGISPINA",169.86
"TAXON_COUNT","TR",1987,"max annual density; number per liter","KELLICOTTIA LONGISPINA",161.47
"TAXON_COUNT","TR",1988,"max annual density; number per liter","KELLICOTTIA LONGISPINA",100.94
"TAXON_COUNT","TR",1989,"max annual density; number per liter","KELLICOTTIA LONGISPINA",82.67
"TAXON_COUNT","TR",1990,"max annual density; number per liter","KELLICOTTIA LONGISPINA",65.1
"TAXON_COUNT","TR",1991,"max annual density; number per liter","KELLICOTTIA LONGISPINA",56.2
"TAXON_COUNT","TR",1992,"max annual density; number per liter","KELLICOTTIA LONGISPINA",73.5
"TAXON_COUNT","TR",1993,"max annual density; number per liter","KELLICOTTIA LONGISPINA",41.1
"TAXON_COUNT","TR",1994,"max annual density; number per liter","KELLICOTTIA LONGISPINA",57.8
"TAXON_COUNT","TR",1995,"max annual density; number per liter","KELLICOTTIA LONGISPINA",56.7
"TAXON_COUNT","TR",1996,"max annual density; number per liter","KELLICOTTIA LONGISPINA",99.3
"TAXON_COUNT","TR",1997,"max annual density; number per liter","KELLICOTTIA LONGISPINA",22.1
"TAXON_COUNT","TR",1998,"max annual density; number per liter","KELLICOTTIA LONGISPINA",12.1
"TAXON_COUNT","TR",1999,"max annual density; number per liter","KELLICOTTIA LONGISPINA",31.5
"TAXON_COUNT","TR",2000,"max annual density; number per liter","KELLICOTTIA LONGISPINA",216.2
"TAXON_COUNT","TR",2001,"max annual density; number per liter","KELLICOTTIA LONGISPINA",81.2
"TAXON_COUNT","TR",2002,"max annual density; number per liter","KELLICOTTIA LONGISPINA",88.5
"TAXON_COUNT","TR",2003,"max annual density; number per liter","KELLICOTTIA LONGISPINA",70.6
"TAXON_COUNT","TR",2004,"max annual density; number per liter","KELLICOTTIA LONGISPINA",132.7
"TAXON_COUNT","TR",2005,"max annual density; number per liter","KELLICOTTIA LONGISPINA",75.6
"TAXON_COUNT","TR",2006,"max annual density; number per liter","KELLICOTTIA LONGISPINA",121
"TAXON_COUNT","TR",2007,"max annual density; number per liter","KELLICOTTIA LONGISPINA",0
"TAXON_COUNT","TR",2008,"max annual density; number per liter","KELLICOTTIA LONGISPINA",172.2
"TAXON_COUNT","TR",2009,"max annual density; number per liter","KELLICOTTIA LONGISPINA",73.92
"TAXON_COUNT","TR",2010,"max annual density; number per liter","KELLICOTTIA LONGISPINA",43.96
"TAXON_COUNT","TR",2011,"max annual density; number per liter","KELLICOTTIA LONGISPINA",57.12
"TAXON_COUNT","TR",2012,"max annual density; number per liter","KELLICOTTIA LONGISPINA",14.56
"TAXON_COUNT","TR",2013,"max annual density; number per liter","KELLICOTTIA LONGISPINA",18.48
"TAXON_COUNT","TR",2014,"max annual density; number per liter","KELLICOTTIA LONGISPINA",14.28
"TAXON_COUNT","TR",2015,"max annual density; number per liter","KELLICOTTIA LONGISPINA",30.24
"TAXON_COUNT","AL",1982,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1983,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1984,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1985,"max annual density; number per liter","KERATELLA",39.9
"TAXON_COUNT","AL",1986,"max annual density; number per liter","KERATELLA",179.6
"TAXON_COUNT","AL",1987,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1988,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1989,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1990,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1991,"max annual density; number per liter","KERATELLA",149.1
"TAXON_COUNT","AL",1992,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1993,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1994,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1995,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1996,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1997,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1998,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",1999,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2000,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2001,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2002,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2003,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2004,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2005,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2006,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2007,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2008,"max annual density; number per liter","KERATELLA",0.6
"TAXON_COUNT","AL",2009,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2010,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2011,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2012,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2013,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2014,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","AL",2015,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1982,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1983,"max annual density; number per liter","KERATELLA",1.15
"TAXON_COUNT","BM",1984,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1985,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1986,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1987,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1988,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1989,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1990,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1991,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1992,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1993,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1994,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1995,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1996,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1997,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1998,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",1999,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2000,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2001,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2002,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2003,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2004,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2005,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2006,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2007,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2008,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2009,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2010,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2011,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2012,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2013,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2014,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","BM",2015,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1982,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1983,"max annual density; number per liter","KERATELLA",174.85
"TAXON_COUNT","CB",1984,"max annual density; number per liter","KERATELLA",0.33
"TAXON_COUNT","CB",1985,"max annual density; number per liter","KERATELLA",0.38
"TAXON_COUNT","CB",1986,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1987,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1988,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1989,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1990,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1991,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1992,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1993,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1994,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1995,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1996,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1997,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1998,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",1999,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2000,"max annual density; number per liter","KERATELLA",1.1
"TAXON_COUNT","CB",2001,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2002,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2003,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2004,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2005,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2006,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2007,"max annual density; number per liter","KERATELLA",42
"TAXON_COUNT","CB",2008,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2009,"max annual density; number per liter","KERATELLA",0.28
"TAXON_COUNT","CB",2010,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2011,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2012,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2013,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2014,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CB",2015,"max annual density; number per liter","KERATELLA",0.56
"TAXON_COUNT","CR",1982,"max annual density; number per liter","KERATELLA",0.41
"TAXON_COUNT","CR",1983,"max annual density; number per liter","KERATELLA",0.2
"TAXON_COUNT","CR",1984,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1985,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1986,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1987,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1988,"max annual density; number per liter","KERATELLA",0.8
"TAXON_COUNT","CR",1989,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1990,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1991,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1992,"max annual density; number per liter","KERATELLA",1.1
"TAXON_COUNT","CR",1993,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1994,"max annual density; number per liter","KERATELLA",1.1
"TAXON_COUNT","CR",1995,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1996,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1997,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1998,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",1999,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2000,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2001,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2002,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2003,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2004,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2005,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2006,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2007,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2008,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2009,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2010,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2011,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2012,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2013,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2014,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","CR",2015,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1982,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1983,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1984,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1985,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1986,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1987,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1988,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1989,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1990,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1991,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1992,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1993,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1994,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1995,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1996,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1997,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1998,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",1999,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2000,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2001,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2002,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2003,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2004,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2005,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2006,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2007,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2008,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2009,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2010,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2011,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2012,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2013,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2014,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","SP",2015,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1982,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1983,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1984,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1985,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1986,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1987,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1988,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1989,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1990,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1991,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1992,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1993,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1994,"max annual density; number per liter","KERATELLA",3.2
"TAXON_COUNT","TB",1995,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1996,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1997,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1998,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",1999,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2000,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2001,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2002,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2003,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2004,"max annual density; number per liter","KERATELLA",0.6
"TAXON_COUNT","TB",2005,"max annual density; number per liter","KERATELLA",1.7
"TAXON_COUNT","TB",2006,"max annual density; number per liter","KERATELLA",0.6
"TAXON_COUNT","TB",2007,"max annual density; number per liter","KERATELLA",0.6
"TAXON_COUNT","TB",2008,"max annual density; number per liter","KERATELLA",0.3
"TAXON_COUNT","TB",2009,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2010,"max annual density; number per liter","KERATELLA",0.28
"TAXON_COUNT","TB",2011,"max annual density; number per liter","KERATELLA",0.56
"TAXON_COUNT","TB",2012,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2013,"max annual density; number per liter","KERATELLA",0.28
"TAXON_COUNT","TB",2014,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TB",2015,"max annual density; number per liter","KERATELLA",0.28
"TAXON_COUNT","TR",1982,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1983,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1984,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1985,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1986,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1987,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1988,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1989,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1990,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1991,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1992,"max annual density; number per liter","KERATELLA",0
"TAXON_COUNT","TR",1993,"max annual density; number per liter","KERATELLA",0
